
8.390442,6.1495395,6.36023,5.5521836,6.2233133,5.8990393,1.9313712,7.7984533,9.455094,3.395605,7.259573,7.555678,4.1503544,7.45207,6.4767194,4.8378844,4.4119525,3.835784,2.0804093,6.128647,5.4334545,6.693832,5.8751383,7.3265424,5.9914913,5.228517,7.185509,3.054303,3.8185408,5.2323976,3.5698617,8.0449295,7.922308,5.703386,5.919509,6.801525,5.7520504,7.4134917,5.969649,3.4339218,5.4356027,9.37211,3.719489,9.428705,10.181391,6.2839146,6.0520463,6.8196993,2.6894689,3.368142,8.640731,2.9335508,9.049946,9.977484,5.704733,6.562532,6.070328,2.117633,6.9070272,9.575216,3.747922,9.592394,10.212986,3.20539,8.342202,6.4773555,5.7803807,5.9842615,6.0841746,5.168663,2.2315507,7.0986433,6.243568,3.7800002,7.6178274,2.5560637,8.732411,9.869106,8.366714,9.949192,10.089202
6.522126,6.7546625,6.984974,4.2501054,2.956476,7.305109,2.8170464,9.038379,10.634099,2.9837484,5.3294454,7.7726545,3.646614,5.175203,7.0146966,3.551774,4.245401,7.307114,2.7358131,7.62422,5.5796347,6.443785,6.645974,7.7822514,5.7469,2.972691,8.935287,3.2537544,3.8312511,7.427772,3.4570403,6.5944033,7.978607,4.2951117,5.063681,4.1733623,6.110603,4.921605,8.35871,6.388231,6.2372527,10.308079,3.9312508,11.332974,12.278887,6.6061997,7.048852,7.5121455,6.534776,5.941103,9.78953,4.184215,11.181673,11.8699665,5.0926037,2.8841324,7.6082854,4.9792333,7.8010035,10.558349,3.5825102,11.476859,12.649089,2.526227,6.654495,7.02681,4.4428787,4.505805,5.012698,4.433128,2.3545702,9.4199095,6.4521403,3.3044467,9.360551,6.1211023,9.185199,11.248473,8.925384,12.008957,12.579999
5.1965055,2.4767344,3.9092946,3.4164898,2.6013372,8.7509775,3.8423834,10.221671,12.176319,2.96412,3.9453714,3.4149225,3.5534036,4.443404,3.5687554,3.1223373,4.397503,6.8031397,2.1089642,4.316634,5.736627,3.3999763,2.4203644,6.4512725,3.7457776,3.2608502,10.698086,2.3132474,3.1884804,3.2175982,3.2264884,4.155014,3.1345508,4.220168,3.4843912,3.1096437,2.690189,2.6824174,9.434389,4.744186,7.3104157,11.8486185,3.1445646,11.087537,12.219029,2.769865,2.0650988,8.152039,2.894713,6.8518853,12.061239,2.8545735,11.756039,12.321853,3.512998,3.022442,8.701828,4.001375,8.771994,12.104571,3.1536891,11.237341,12.471656,2.6144497,5.0339212,2.631187,3.7986484,3.7400558,3.2248573,3.5619402,3.366899,9.89559,3.8425524,3.863789,11.140756,4.5513706,10.954932,12.230323,7.9149346,11.62646,12.43792
5.7676573,4.0443964,4.282529,4.615401,5.3343487,7.0178585,2.4660423,6.5447106,10.719569,4.065673,5.8323655,5.024097,5.237739,4.8241057,6.637825,3.115226,3.4328504,4.2845364,3.7663212,3.6243393,4.184577,4.8380814,5.2062435,4.311238,5.401755,5.165228,8.811939,4.984554,4.895428,4.1464,5.678282,5.3349857,4.409303,6.304457,4.500598,5.022687,4.0303426,4.356979,6.512642,3.9539886,5.696562,10.462491,3.6526673,11.433117,11.873329,4.9856563,4.014609,4.9041023,3.9199665,6.7545357,10.171573,3.9171104,10.456919,11.928658,4.7750273,4.8306484,6.5507855,2.7287185,5.7428045,10.844985,4.0566845,11.66352,11.593918,4.6928754,5.783804,4.1196814,5.377752,4.563102,6.00401,3.9286602,2.613962,5.851752,6.0978413,5.720217,9.60018,4.065576,8.992291,11.248033,8.925546,11.87119,11.510322
7.9665885,4.268813,5.6489997,5.4500813,6.6444707,7.7829895,3.8655105,5.6524925,9.642124,7.146373,8.850812,5.546774,6.171902,5.9208517,6.857672,5.431632,4.743508,5.3656225,6.7380843,7.4449935,5.518729,7.490836,5.5049553,4.506233,5.947534,7.7558,8.863982,8.3923645,7.8554544,7.6039762,7.9582486,8.420525,5.0252385,7.9673376,5.3185806,6.2365184,4.210778,5.8061366,6.3108926,4.73994,6.910505,9.641178,4.9608293,9.929416,11.828785,5.0113535,4.261294,4.4757433,4.5481067,9.057198,9.632694,6.2346044,8.462441,11.210772,5.5451717,6.704019,6.842788,3.9536574,5.9261613,9.636392,5.644002,10.401709,12.298291,7.750137,8.033624,4.318619,6.398413,5.4980273,6.78126,5.964343,4.1088333,5.3018613,6.4151406,8.463754,9.55593,5.335849,7.510441,10.464386,8.581781,11.210485,12.420159
9.5816765,9.360199,7.0115414,9.350801,9.336673,7.982378,7.1076417,8.26143,10.158104,8.08368,9.514153,9.331289,10.708981,9.372635,9.660583,7.7236757,7.316058,7.1593914,7.6616406,7.1061177,6.3382254,8.735808,9.302656,6.900675,9.4291115,9.247466,9.275234,8.073667,8.138565,7.3988376,8.989017,9.483304,9.591007,11.3886595,8.953398,8.833755,7.9011645,9.036946,7.9699006,7.9785447,8.563479,9.560867,6.8433323,10.546942,12.184846,8.96684,8.219292,6.8210263,8.889617,10.562911,9.708111,7.89396,10.15888,11.320023,9.0959425,8.97788,7.5193524,7.7104006,8.015334,9.862334,7.0246572,10.798224,12.587748,8.639091,9.696761,9.049549,10.842456,9.305565,9.464088,8.255707,6.959122,7.812746,9.7169695,9.290108,9.989064,7.2362413,9.366769,10.256013,10.009297,11.517384,13.08216
9.463407,7.879407,7.035298,9.321583,9.769995,9.623214,5.868025,12.072076,13.180329,7.670535,9.436326,8.219378,12.685799,10.466205,10.104752,8.037799,6.398227,9.048295,6.2806196,5.9148083,5.803979,8.337787,7.3032503,7.8242188,10.053234,9.678181,11.723897,6.7986856,6.081238,6.734474,8.3532095,9.012358,8.607828,12.651036,9.619181,9.063733,8.186771,9.091586,10.580157,9.402354,10.348273,13.292754,10.053539,12.551661,13.405473,8.010625,8.423418,9.477351,9.184954,11.44587,13.622038,9.664984,12.550254,13.853071,9.650315,9.299804,9.503208,7.3821745,11.430204,13.3455715,9.95769,12.657239,12.821658,8.423636,9.754796,7.652904,12.121626,9.416327,9.887142,7.602031,5.561477,11.644878,10.16088,9.792631,12.622485,7.5629616,12.065367,13.252659,12.947478,12.677436,13.036323
8.960234,6.7820387,8.162935,6.3563156,8.131398,10.000226,4.583199,12.702084,12.553895,5.709159,7.4979568,8.00097,5.390226,7.284554,7.9796386,4.830707,5.1567473,9.024641,5.0004363,5.3909354,4.637598,8.0392275,7.6600623,9.720864,8.3235035,9.255832,12.5779705,6.3174424,7.0668397,6.3596272,8.144531,7.00906,7.2605305,6.706146,7.3925643,7.3984103,6.988596,8.183353,11.804035,6.7674313,10.595491,13.17622,9.605051,12.645183,12.89227,7.54378,7.3526783,10.923596,5.996857,11.208435,13.713716,9.6315565,12.149185,12.853472,7.729223,7.891315,10.188,5.2714915,12.041729,12.948648,9.563312,12.3332615,12.90688,7.243771,8.820679,6.644912,6.267496,6.483965,7.94274,6.155965,4.615554,12.225912,8.357948,9.8623085,13.636954,6.509514,11.674676,12.905726,12.3788,12.34322,13.040002
8.373886,6.294228,9.359977,6.183838,9.407069,10.775076,4.6944084,10.109672,10.885148,6.3332844,9.061437,6.433489,9.936877,9.930295,9.285965,10.52824,8.473236,7.4099813,5.4146695,7.682865,6.7940702,7.505578,7.6536493,11.276512,8.096957,9.64831,13.799935,6.3008695,7.9367666,7.029392,9.414057,9.06598,6.378179,10.084239,7.9117017,8.265821,6.5685997,8.573993,14.148225,8.117711,8.43074,12.713768,7.4629664,11.613605,12.011178,5.844548,8.342212,13.269423,7.4425306,9.695954,13.082301,8.582189,10.828104,12.688695,7.479124,8.694785,11.76568,6.2679243,9.63794,11.301566,7.0790606,11.013676,11.217236,6.2809477,8.295384,5.98055,10.672077,7.600469,9.4035225,10.791532,6.0000963,9.8224945,8.504819,9.519611,13.718838,6.1357694,10.088605,12.328299,10.04432,11.583269,11.156965
8.352791,6.6473465,8.979901,8.190505,6.8587112,11.694013,4.8468127,12.654127,12.860845,5.3828254,7.968824,6.270249,10.541226,11.0053625,7.6329703,6.908764,5.356264,8.337115,4.447054,8.090596,8.229606,6.160372,8.055121,10.878651,8.082582,7.8851094,13.398984,6.503232,7.510153,6.3111,7.468755,6.9695115,6.4310484,11.049777,9.180555,5.8242707,6.375481,6.7348475,12.666365,6.852888,9.775129,12.76151,7.330811,11.84541,12.023075,6.5226336,7.93275,12.446064,7.58477,10.674459,13.369371,7.6668015,11.729276,13.239539,8.670004,6.108079,11.261539,5.482185,11.623356,12.848422,6.9383774,12.322997,11.694515,5.8240504,8.831175,6.2453732,11.888917,9.075982,7.2595067,9.219378,4.6490345,12.083829,7.994041,8.455478,13.602284,5.769771,12.056917,13.026403,12.288904,12.381241,11.764322
